nombre_institucion,tipo_de_institucion,cuit,municipio_comuna_dom_real,departamento,telefono_principal_cod_area_sin_cero_y_telefono_sin_el_15,telefono_secundario_cod_area_sin_cero_y_telefono_sin_el_15,e_mail,calle_dom_real,nro_dom_real,denominacion_sede_anexo,direccion_anexo,pagina_web,red_social_intagram,red_social_facebook,disciplinas,deporte_adaptado,infraestructura_adaptada_para_accesibilidad,latitud,longitud,tipo_de_espacios_deportivos
SOCIEDAD FRIULANA,CLUB DEPORTIVO,3.070018082E10,PARANÁ,PARANÁ,,,,VILLAGUAY,545.0,,,www.friulanaPARANÁ.org.ar/,,,Bochas,SIN DATOS,SIN DATOS,-31.7411699963758,-60.5262216705262,"SUM, cancha de bochas"
CLUB ATLETICO CICLON DE AYACUCHO,CLUB DEPORTIVO,3.0710518552E10,PARANÁ,PARANÁ,3.434249119E9,3.434315278E9,epelbaumrd@hotmail.com,AYACUCHO,1152.0,,,,,https://www.facebook.com/p/Club-Cicl%C3%B3n-de-Ayacucho-Paran%C3%A1-100082868305923/?locale=es_LA,"Artes Marciales/deportes de contacto, Deportes Urbanos, Bochas, Fitness",SIN DATOS,SIN DATOS,-31.7397868793004,-60.5043001704076,"cancha de bochas, SUM"
ASOCIACION CICLISTA DE ENTRE RIOS,CLUB DEPORTIVO,3.3681091039E10,PARANÁ,PARANÁ,3.434076862E9,3.434608444E9,albertobdominguezcic@yahoo.com.ar,AYACUCHO,1190.0,,,,,https://www.facebook.com/AsociacionCiclistadeEntreRios/?locale=es_LA,Ciclismo,SIN DATOS,SIN DATOS,-31.73967,-60.50537,"Otros, SUM"
"JUDO ""DOJO PANTERA"" ARTES MARCIALES",PRIVADO,SIN CUIT 026,PARANÁ,PARANÁ,,,,Antartida Argentina,242.0,,,,https://www.instagram.com/panterajudo/,,Artes Marciales/deportes de contacto,SIN DATOS,SIN DATOS,-31.7395541892063,-60.5186005901292,Gimnasio
"Escuela De Wu Shu , Kung Fu",PRIVADO,SIN CUIT 022,PARANÁ,PARANÁ,,,,,,,,,@kungfuPARANÁ/,,Artes Marciales/deportes de contacto,SIN DATOS,SIN DATOS,-31.7395052487864,-60.5205987208108,Gimnasio
CENTRO RECREATIVO BELGRANO,CLUB DEPORTIVO,3.0710649851E10,SEGUÍ,PARANÁ CAMPAÑA,3.434463505E9,3.434477452E9,rubenarantonioli@gmail.com,"GREGORIO C, BATTISTI",963.0,,,,,https://www.facebook.com/p/Centro-Recreativo-BELGRANO-Segu%C3%AC-100067680042276/,Bochas,SIN DATOS,SIN DATOS,-31.7382976820053,-60.1212569105194,"cancha de bochas, SUM"
Complejo El Sol,POLIDEPORTIVO MUNICIPAL,SIN CUIT 072,PARANÁ,PARANÁ,,,,,,,,,,,"Fútbol, Natación",SIN DATOS,SIN DATOS,-31.73809,-60.5424,"Cancha de Fútbol, Pileta Descubierta, Cajon de arena"
TOA FIGHT CLUB BOXING,PRIVADO,SIN CUIT 043,PARANÁ,PARANÁ,,,,,,,,,https://www.instagram.com/toafightclub,https://www.facebook.com/toafightclub/?locale=es_LA,"Artes Marciales/deportes de contacto, Boxeo",SIN DATOS,SIN DATOS,-31.737191352785,-60.5321604316144,Gimnasio
CLUB ATLÉTICO SAN AGUSTÍN,CLUB DEPORTIVO,3.0700157004E10,PARANÁ,PARANÁ,3.434372166E9,3.435104571E9,clubsanagustinPARANÁ@gmail.com,MONTIEL,970.0,,,,@club_san_agustin,https://www.facebook.com/clubatleticosanagustin/?locale=es_LA,Básquet,SIN DATOS,SIN DATOS,-31.7365041796113,-60.5462920206564,"Cancha Techada, cancha de basquet"
INDEPENDIENTE BOCHAS CLUB,CLUB DEPORTIVO,3.0716734532E10,PARANÁ,PARANÁ,3.434546878E9,3.434675051E9,ibcPARANÁ@gmail.com,SUDAMERICA,1355.0,,,,https://www.instagram.com/club.independiente2025/,https://www.facebook.com/p/Tenis-de-Mesa-Independiente-Bochas-Club-100084588320419/,Bochas,SIN DATOS,SIN DATOS,-31.7364792915242,-60.5120986108574,"cancha de bochas, SUM"
ATLETICO ECHAGUE CLUB,CLUB DEPORTIVO,3.053307639E10,PARANÁ,PARANÁ,,,,25 de mayo,555.0,,,,,https://www.facebook.com/echagueclub/photos?locale=es_LA,"Natación, Rugby, Patinaje artístico, Hockey césped, Voley, Básquet, Futsal, Artes Marciales/deportes de contacto",SI,"DÁRSENA DE LLEGADA, ESTACIONAMIENTOS ACCESIBLES, ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS, ESCALERAS ACCESIBLES, RAMPAS, SANITARIOS ACCESIBLES, VESTUARIOS ACCESIBLES, CAMINOS Y VEREDAS",-31.73573550507,-60.5233247200727,"Cancha de Fútbol, Cancha de Rugby, cancha de basquet, Otros, Pileta Techada, Cancha Techada, Pileta Descubierta, SUM"
CLUB ATLÉTICO SOCIAL Y DEPORTIVO MARIANO MORENO,CLUB DEPORTIVO,3.0681090661E10,PARANÁ,PARANÁ,3.434071801E9,3.434050628E9,marianomorenoclub@gmail.com,AVENIDA DON BOSCO Y RAÚL ZACARO,1463.0,,,,,https://www.facebook.com/CASyDMarianoMoreno/?locale=es_LA,"Fútbol, Futsal",SIN DATOS,SIN DATOS,-31.7356093696304,-60.4967717465741,"cancha de basquet, Otros, SUM"
INDEPENDIENTE DE JUBILEO,CLUB DEPORTIVO,3.0708503866E10,JUBILEO,VILLAGUAY,3.455437065E9,3.455624493E9,c_independientejubileo@hotmail.com,LANDRISCINA,S/N,,,www.veteranosdesansa.com/club-independiente-jubileo/,,,Fútbol,SIN DATOS,SIN DATOS,-31.7351405523905,-58.6354462626574,Cancha de Fútbol
TAI SHAO - ARTES MARCIALES,PRIVADO,SIN CUIT 042,PARANÁ,PARANÁ,,,,,,,,https://taishao.wordpress.com/,https://www.instagram.com/toafightclub,https://www.facebook.com/p/Tai-Shao-100057262668132/,Artes Marciales/deportes de contacto,SIN DATOS,SIN DATOS,-31.7350521920565,-60.5283214729419,Gimnasio
ASOCIACION CLUB DEPORTIVO Y RECREATIVO PALMA JUNIORS,CLUB DEPORTIVO,3.0715484168E10,PARANÁ,PARANÁ,3.434312016E9,3.43459151E9,clubpalmajuniors@gmail.com,PIEDRABUENA,127.0,,,,@club_palma_juniors/,,"Boxeo, Deportes Urbanos, Bochas",SIN DATOS,SIN DATOS,-31.73488,-60.51726,"SUM, Otros, Gimnasio, cancha de bochas"
ASOCIACION CIVIL SOCIAL Y DEPORTIVA RIVER PARANÁ,CLUB DEPORTIVO,3.0715076604E10,PARANÁ,PARANÁ,,,,Av. Don Bosco,749.0,,,,,https://www.facebook.com/profile.php?id=100063736682408&sk=photos,"Fútbol, Futsal",SIN DATOS,SIN DATOS,-31.73409,-60.50558,Cancha de Fútbol
UNIVERSIDAD NACIONAL DE ENTRE RIOS (UNER),PREDIO UNIVERSITARIO,3.0562252157E10,PARANÁ,PARANÁ,,3.4424215E9,,,,,,www.estudia.uner.edu.ar/deportes/,"uneroficial
https://www.instagram.com/bienestar.uner/",https://www.facebook.com/UNERoficial/?locale=es_LA,,SIN DATOS,SIN DATOS,-31.7340459514336,-60.5235549416538,
RECREATIVO BOCHAS CLUB PARANÁ,CLUB DEPORTIVO,3.0602109735E10,PARANÁ,PARANÁ,3.434319918E9,3.434609661E9,clubrecreativo255@gmail.com,ITALIA,255.0,,,,,https://www.facebook.com/recreativo.PARANÁ/?locale=es_LA,"Básquet , Bochas, Hockey sobre patines, padel, Handball, Fitness",SIN DATOS,SIN DATOS,-31.7338914402238,-60.5326264385674,"Cancha Techada, Cancha de Hockey, Gimnasio, cancha de basquet, cancha de padel, SUM, Pileta Descubierta"
CLUB SOCIAL Y DEPORTIVO ESPAÑOL,CLUB DEPORTIVO,3.0709620432E10,PARANÁ,PARANÁ,,,josem91_06@hotmail.com,URQUIZA,722.0,,,,"https://www.instagram.com/clubespanolparana/
https://www.instagram.com/espanolbasquet/",https://www.facebook.com/clubespanolparana/?locale=es_LA,"Futsal, Básquet , Fitness",SIN DATOS,SIN DATOS,-31.7335075732033,-60.5258443437089,"SUM, Gimnasio"
CENTRO PARANÁ DE EXALUMNOS DE DON BOSCO,CLUB DEPORTIVO,3.0708365196E10,PARANÁ,PARANÁ,3.43424166E9,3.434550145E9,clubdonboscoPARANÁ@gmail.com,AVENIDA DON BOSCO,485.0,,,,@clubdonbosco,,"Fútbol, Softbol, Futsal, Hockey césped, Deportes Urbanos, Artes Marciales/deportes de contacto, Rugby, Fitness, Patinaje artístico",SIN DATOS,SIN DATOS,-31.7328421252778,-60.508216067473,"Cancha de Fútbol, Otros, SUM"
CLUB ATLETICO OLIMPIA,CLUB DEPORTIVO,3.0707520503E10,PARANÁ,PARANÁ,3.43534167E9,3.434675876E9,caoPARANÁ@gmail.com,LA RIOJA,153.0,,,www.clubolimpiaPARANÁ.paypertic.com.ar/,@olimpia_PARANÁ/,,Básquet,NO,SANITARIOS ACCESIBLES,-31.7326732994318,-60.523842304357,"Cancha Techada, cancha de basquet, SUM"
CLUB ATLETICO CATAMARCA CENTRAL,CLUB DEPORTIVO,3.0690448455E10,PARANÁ,PARANÁ,3.434226233E9,3.434226233E9,maxi_pna@hotmail.com,CONCORDIA,243.0,,,,@c.a.catamarca.central,,"Pelota paleta, Artes Marciales/deportes de contacto",SIN DATOS,SIN DATOS,-31.7319256861537,-60.53720514897,"cancha de pelota, SUM"
PREDIO NORTE COMPLEJO DEPORTIVO,PRIVADO,SIN CUIT 093,PARANÁ,PARANÁ,3.436987181E9,,,Fraternidad y Manuel Crespo,,,,,@predionorte.eventos,,Fútbol,SIN DATOS,SIN DATOS,-31.7314421962315,-60.4781544743617,Cancha de Fútbol
"SOCIEDAD UNION ARABE SOCIAL, CULTURAL Y DEPORTIVA",CLUB DEPORTIVO,3.0653229034E10,PARANÁ,PARANÁ,3.434220529E9,3.434661635E9,unionarabePARANÁ@arnetbiz.com.ar,ESPAÑA,353.0,,,,,https://www.facebook.com/unionarabePARANÁ/photos,"Fitness, Futsal, Hockey sobre patines, Voley",SIN DATOS,SIN DATOS,-31.731372961129,-60.535297585867,"Cancha Techada, Cancha de Hockey"
BOXING PARANÁ GLORIA ARTES MARCIALES,PRIVADO,SIN CUIT 049,PARANÁ,PARANÁ,,,,,,,,,@boxingPARANÁ/,,Boxeo,SIN DATOS,SIN DATOS,-31.731215497382,-60.5154653711648,Gimnasio
ASOCIACIÓN CIVIL CLUB RACING 1° DE JULIO,CLUB DEPORTIVO,3.3716355069E10,PARANÁ,PARANÁ,3.43514006E9,3.434746951E9,zampagisela@gmail.com,"BARRIO CONSEJO 07 S/N DE PARANÁ, CALLE TACUARÍ ANTES DE SUIPACHA AL LADO O",S/N,,,,@clubracing.PARANÁ,https://www.facebook.com/ClubRacing.PARANÁ/,"Fútbol, Fitness, Deportes Urbanos, Voley",SIN DATOS,SIN DATOS,-31.73071,-60.50757,"Gimnasio, Otros, Cancha de Fútbol, SUM"
Gimnasio Espiritu Marcial,PRIVADO,SIN CUIT 024,PARANÁ,PARANÁ,,,,,,,,,@gimnasioespiritumarcial_,https://www.facebook.com/gimnasioespiritumarcial/?locale=es_LA,Artes Marciales/deportes de contacto,SIN DATOS,SIN DATOS,-31.7301426325863,-60.4987146766452,Gimnasio
AGRUPACION DE FUTBOL INFANTIL LOS TORITOS DE CHICLANA,CLUB DEPORTIVO,3.0671222284E10,PARANÁ,PARANÁ,3.434241832E9,3.434385377E9,lostoritosdechiclana@hotmail.com,FRATERNIDAD Y AEBERHARDT,S/N,,,,,https://www.facebook.com/LosToritosOk/photos,Fútbol,SIN DATOS,SIN DATOS,-31.729723868554,-60.5039651758917,"Cancha de Fútbol, SUM"
CLUB SPORTIVO URQUIZA,CLUB DEPORTIVO,3.0690472194E10,PARANÁ,PARANÁ,3.434199113E9,3.434270239E9,sportivourquiza2011@hotmail.com,AMEGUINO ESQUINA BURNEISTER,595.0,,,,,https://www.facebook.com/sportivo.urquiza/?locale=es_LA,"Fútbol, Patinaje artístico, Futsal, Hockey sobre patines, Boxeo",SIN DATOS,SIN DATOS,-31.7288732181216,-60.5503194907704,"Cancha de Fútbol, Cancha Techada"
CLUB ATLETICO FOURNIER,CLUB DEPORTIVO,SIN CUIT 009,PARANÁ,PARANÁ,,,,,,,,,@club.fournierr,https://www.facebook.com/fournier.fournier.180/,"Hockey césped, Voley, Futsal, Deportes Urbanos, Básquet",SIN DATOS,SIN DATOS,-31.7277896883724,-60.5106699890127,"SUM, cancha de bochas, Otros"
UNIVERSIDAD AUTONOMA DE ENTRE RIOS (UADER),PREDIO UNIVERSITARIO,3.0707558691E10,PARANÁ,PARANÁ,343 447-3158,,bienestar@uader.edu.ar,,,COMPLEJO UNIVERSITARIO,,www.fhaycs-uader.edu.ar/,https://www.instagram.com/fcyt_bienestar?igsh=MWw1bThiemY3aGp5ag%3D%3D,https://www.facebook.com/deportesuader/?locale=es_LA,"Fútbol, Básquet , Hockey césped",NO,NINGUNA,-31.72737,-60.51448,Otros
CLUB SOCIAL Y DEPORTIVO JOSE HERNÁNDEZ,CLUB DEPORTIVO,3.0714837571E10,PARANÁ,PARANÁ,3.434193345E9,3.434773992E9,"ssantana57@hotmail.com
csd_josehernandez@hotmail.com",MARTIN FIERR0,1556.0,,,,,https://www.facebook.com/JoseHERNÁNDEZFS/?locale=es_LA,Futsal,SIN DATOS,SIN DATOS,-31.7271147680076,-60.4915061956172,Otros
CLUB ATLETICO BELGRANO,CLUB DEPORTIVO,3.0700178435E10,PARANÁ,PARANÁ,3.434076297E9,3.43455416E8,club.belgrano@hotmail.com,SALTA,700.0,,,www.belgranodePARANÁ.com.ar/inicio/,,,"Deportes Urbanos, Fútbol, Natación",SIN DATOS,SIN DATOS,-31.72708,-60.52129,"Cancha de Fútbol, Pileta Descubierta, SUM"
PARQUE ESCOLAR DR. ENRIQUE BERDUC,POLIDEPORTIVO MUNICIPAL,3.0690530348E10,PARANÁ,PARANÁ,,,,,,,,,,,"Atletismo, Tenis, Voley, Artes Marciales/deportes de contacto, Fútbol, Natación, Fitness, padel",SIN DATOS,SIN DATOS,-31.72596,-60.52001,"pista de atletismo, Cancha de Fútbol, Cancha Techada, Pileta Descubierta, cancha de padel, Otros"
CLUB CICLISTA PARANÁ,CLUB DEPORTIVO,3.0690459856E10,PARANÁ,PARANÁ,3.436202011E9,3.435122046E9,ciclista.adm@gmail.com,SANTIAGO DEL ESTERO,360.0,,,,,https://www.facebook.com/clubciclistaPARANÁ/photos?locale=es_LA,"Básquet, Ciclismo",SIN DATOS,SIN DATOS,-31.7255034260329,-60.5345692447246,
CLUB ATLETICO CENTRAL LAPRIDA,CLUB DEPORTIVO,3.071015715E10,PARANÁ,PARANÁ,3.434737759E9,3.435063859E9,luisvernay@hotmail.com,LAPRIDA,750.0,,,,,https://www.facebook.com/p/Club-laprida-100054347178262/?locale=es_LA,Bochas,SIN DATOS,SIN DATOS,-31.725243924979,-60.5388717785645,"cancha de bochas, SUM"
CLUB HIPICO PARANÁ,CLUB DEPORTIVO,3.0602860155E10,PARANÁ,PARANÁ,3.434286343E9,3.434244631E9,carenzomarta@gmail.com,LOPEZ JORDAN Y ACCESO NORTE,S/N,,,,,,Hipismo,SIN DATOS,SIN DATOS,-31.722220209743,-60.5278578877576,
CLUB ATLETICO TALLERES MINISTERIO DE OBRAS PUBLICAS,CLUB DEPORTIVO,3.0690472402E10,PARANÁ,PARANÁ,3.436223729E9,,juancarlos_mosqueda@yahoo.com.ar,AMBROSETTI,364.0,,,,,https://www.facebook.com/profile.php?id=100064539435986&sk=photos&locale=es_LA,"Atletismo, Fútbol, Boxeo",SIN DATOS,SIN DATOS,-31.72139953253,-60.5086455158889,"Cancha de Fútbol, Otros, Gimnasio, SUM"
CLUB ATLETICO ESTUDIANTES,CLUB DEPORTIVO,3.052916845E10,PARANÁ,PARANÁ,3.434222484E9,,administracion@caePARANÁ.com.ar,LOS VASCOS,729.0,,,www.caepara.com.ar,"@caePARANÁ
@caelucha/",https://www.facebook.com/CAEPARANÁ/?locale=es_LA,"Básquet , Hockey césped, Rugby, Atletismo, Natación, Voley, Tenis, Golf, Artes Marciales/deportes de contacto",SIN DATOS,SIN DATOS,-31.72012,-60.53867,"Campo de Golf, Cancha de Rugby, pista de atletismo, cancha de basquet, cancha de tenis, Pileta Descubierta, Cancha de Hockey, Cancha Techada, Pileta Techada, SUM, Otros, Gimnasio, Cancha hockey cesped"
CLUB DE TENIS JUSTO JOSE DE URQUIZA,CLUB DEPORTIVO,3.0521106987E10,PARANÁ,PARANÁ,3.4343134E9,3.435165545E9,clubdetenisurquiza@hotmail.com,LOS VASCOS,749.0,,,www.clubdetenisurquiza.com.ar/,,https://www.facebook.com/clubdetenis.fiestas/about?locale=es_LA,Tenis,SIN DATOS,SIN DATOS,-31.7196897862758,-60.5371440773749,"cancha de tenis, SUM"
PARANÁ ROWING CLUB,CLUB DEPORTIVO,3.052974258E10,PARANÁ,PARANÁ,3.435109294E9,,,"AV. COSTANERA, AV. LAURENCENA",S/N,,,www.PARANÁrowingclub.com.ar/,@PARANÁrowingclub/,https://www.facebook.com/PARANÁRowingClub/,"Rugby, Básquet , Tenis, Náuticos, Hockey césped, Natación, Deportes Urbanos, Voley, OTROS, Hockey sobre patines",SIN DATOS,SIN DATOS,-31.7180123190835,-60.5319990732955,"Cancha de Fútbol, Pileta Descubierta, Cancha Techada, Cancha de Rugby, SUM, Cancha de Hockey, Otros, Cancha hockey cesped, Cajon de arena"
SKATEPARK PARANÁ,POLIDEPORTIVO MUNICIPAL,SIN CUIT 034,PARANÁ,PARANÁ,,,,,,,,,https://www.instagram.com/sk8PARANÁ/,,Deportes Urbanos,SIN DATOS,SIN DATOS,-31.7157381368188,-60.5390527686797,skatepark
CLUB DE PESCADORES Y NAUTICO PARANÁ,CLUB DEPORTIVO,3.0671215156E10,PARANÁ,PARANÁ,3.434548585E9,3.434319576E9,clubdepescadoresPARANÁ@hotmail.com,AV. COSTANERA AL FINAL (PUERTO VIEJO),S/N,,,,,https://www.facebook.com/clubdepescadores/?locale=es_LA,"Pesca, Natación, Náuticos, Artes Marciales/deportes de contacto, Fitness",SIN DATOS,SIN DATOS,-31.7144869120317,-60.5380680038871,"Pileta Descubierta, Otros, SUM, Gimnasio"
CLUB NAUTICO PARANÁ,CLUB DEPORTIVO,3.0613045054E10,PARANÁ,PARANÁ,3.434331495E9,3.434331609E9,ruben.cettour@clubnauticoPARANÁ.com.ar,AVDA. URANGA,S/N,,,www.clubnauticoPARANÁ.com/,,,"Náuticos, Pesca",SIN DATOS,SIN DATOS,-31.7128434420009,-60.50363545329,"Otros, SUM, Cajon de arena"
Camping Toma Vieja,POLIDEPORTIVO MUNICIPAL,SIN CUIT 073,PARANÁ,PARANÁ,,,,Blas Parera,3914.0,,,,,,"Futsal, Natación",SIN DATOS,SIN DATOS,-31.7038131478984,-60.4828360333321,Pileta Descubierta
CLUB SAN LORENZO DE COLONIA CRESPO,CLUB DEPORTIVO,3.3709935629E10,COLONIA CRESPO,PARANÁ CAMPAÑA,,,lorenzosanclub@gmail.com,RUTA NACIONAL 12 KM. 35,,,,,,https://www.facebook.com/clubsanlorenzoCOLÓNiacrespo2021/?ref=page_internal,Fútbol,SIN DATOS,SIN DATOS,-31.68261,-60.23232,Cancha de Fútbol
CLUB ATLÉTICO MARÍA GRANDE,CLUB DEPORTIVO,3.0690481827E10,MARIA GRANDE,PARANÁ CAMPAÑA,3.434941393E9,3.434163853E9,atleticomariagrande@gmail.com,HIPOLITO YRIGOYEN,686.0,,,,@club_atletico_maria_grande,,"Básquet, Fútbol",SIN DATOS,SIN DATOS,-31.6639630757073,-59.9021686773778,"cancha de basquet, Cancha de Fútbol, Cancha Techada, SUM"
CLUB ATLETICO LITORAL,CLUB DEPORTIVO,3.0690473328E10,MARIA GRANDE,PARANÁ CAMPAÑA,3.434941549E9,3.43491545E8,clubatleticolitoral@gmail.com,SARMIENTO ESQUINA LIBERTAD,1025.0,,,,,https://www.facebook.com/p/CLUB-ATLETICO-LITORAL-100063624217456/?locale=es_LA,"Fútbol, Básquet, padel, Natación",SI,"DÁRSENA DE LLEGADA, ESTACIONAMIENTOS ACCESIBLES, ACCESO ADECUADO",-31.6604673525511,-59.9133892379981,"Cancha de Fútbol, Pileta Descubierta, Cancha Techada, cancha de padel, Otros, cancha de basquet, SUM, Cajon de arena"
ASOCIACION SOCIAL Y DEPORTIVA DIEGO MARADONA,CLUB DEPORTIVO,3.0714707457E10,MARIA GRANDE,PARANÁ CAMPAÑA,3.434941079E9,3.436337882E9,asociacion.maradona@hotmail.com,SIMON BOLIVAR,648.0,,,,,https://www.facebook.com/asociacion.maradona/photos?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-31.6555298295359,-59.8941849777498,Cancha de Fútbol
CLUB CICLISTA UNIDOS,CLUB DEPORTIVO,3.0710470177E10,SAN SALVADOR,SAN SALVADOR,3.456254504E9,3.454094161E9,evelynjanetramirez99@gmail.com,CRESPIN VELZQUES,767.0,,,,@clubciclistaunidos,https://www.facebook.com/clubciclista.unidossansalvador/?locale=es_LA,"padel, Tenis, Natación, Ciclismo, Golf, Hockey césped",SIN DATOS,SIN DATOS,-31.64580498369,-58.5357136175429,"Pileta Descubierta, cancha de tenis, Otros, cancha de padel, Campo de Golf, Cancha de Hockey, Cancha hockey cesped"
CLUB SOCIAL DEPORTIVO Y CULTURAL NUEVA ESCOCIA,CLUB DEPORTIVO,3.0709974412E10,NUEVA ESCOCIA,CONCORDIA,3.45499586E9,3.45413033E9,diegomarty_uno@hotmail.com,CALLE PÚBLICA,S/N,,,,@cscydnuevaescocia,https://www.facebook.com/people/Club-Social-Cultural-y-Deportivo-Nueva-Escocia/100063457239713/,Fútbol,SIN DATOS,SIN DATOS,-31.6440175249224,-58.0190344371803,Cancha de Fútbol
CLUB DEPORTIVO FERROCARRIL,CLUB DEPORTIVO,3.0707318917E10,SAN SALVADOR,SAN SALVADOR,3.454194517E9,3.454032789E9,edubejarano@hotmail.com.ar,FRANCISCO MALARIN,225.0,Cancha de futbol,"-31.639667489135416, -58.49868362077883",,@ferrosansalvador,https://www.facebook.com/FerrocarrilSanSalvador/?locale=es_LA,"Fútbol, Básquet , Natación, Bochas",NO,"DÁRSENA DE LLEGADA, ESTACIONAMIENTOS ACCESIBLES, ANCHO DE PASILLOS",-31.6297938667814,-58.5025448758135,"Pileta Descubierta, cancha de basquet, cancha de bochas, Cancha Techada, Cancha de Fútbol, SUM"
CLUB SPORTIVO SAN SALVADOR,CLUB DEPORTIVO,3.0670756072E10,SAN SALVADOR,SAN SALVADOR,3.455283344E9,3.456261438E9,sportivosansalvador@yahoo.com.ar,TTE. GUTIERREZ,145.0,,,,@sportivosansalv,https://www.facebook.com/sportivosansalvador/?locale=es_LA,"Básquet, Gimnasia Artística, Fitness",NO,"ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS",-31.6274844670007,-58.5041286631072,"cancha de basquet, Cancha Techada, Gimnasio"
CLUB ATLETICO PROGRESO UNIDOS,CLUB DEPORTIVO,3.0670814463E10,SAN SALVADOR,SAN SALVADOR,3.454143067E9,3.45416199E9,cristhianpastorini@gmail.com,A.V. SARMIENTO,180.0,,,,,https://www.facebook.com/p/Club-A-Progreso-Unidos-100066840934799/,Fútbol,SIN DATOS,SIN DATOS,-31.6254454033123,-58.516603713493,Cancha de Fútbol
SKATEPARK SAN SALVADOR,POLIDEPORTIVO MUNICIPAL,SIN CUIT 094,SAN SALVADOR,SAN SALVADOR,,,,,,,,,,,Deportes Urbanos,SIN DATOS,SIN DATOS,-31.625198176615,-58.514076385852,skatepark
AGRUPACIÓN ATLÉTICA LA PANTERA,CLUB DEPORTIVO,3.070936172E10,SAN SALVADOR,SAN SALVADOR,3.454031434E9,3.456024456E9,alfredobouvet@gmail.com,AV. DE LOS RUSOS,1097.0,,,,,https://www.facebook.com/groups/242211212566233/,"Atletismo, Fitness",SIN DATOS,SIN DATOS,-31.62258,-58.5152,
ALBERGUE DEPORTIVO MUNICIPAL,POLIDEPORTIVO MUNICIPAL,SIN CUIT 074,SAN SALVADOR,SAN SALVADOR,,,,,,,,https://sansalvadorer.gob.ar/desarrollo-humano/recintos-deportivos/,,,"Básquet, Voley",SIN DATOS,SIN DATOS,-31.6225396747474,-58.5144072080533,"cancha de basquet, Otros"
CLUB ATLETICO UNION Y FRATERNIDAD,CLUB DEPORTIVO,3.0707318216E10,SAN SALVADOR,SAN SALVADOR,3.45401721E9,3.45401721E9,cardozomaurogabriel@yahoo.com.ar,SANTA TERESITA,75.0,Cancha de futbol 11,"-31.615322553209836, -58.51892928930795",,@unionyfraternidadsansa,,"Fútbol, Bochas, Artes Marciales/deportes de contacto, Voley, Patinaje artístico, Básquet",NO,"DÁRSENA DE LLEGADA, ESTACIONAMIENTOS ACCESIBLES, ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS, RAMPAS, VESTUARIOS ACCESIBLES",-31.6219872875722,-58.5054527053932,"Cancha de Fútbol, cancha de basquet, SUM, cancha de bochas, Gimnasio, Otros"
CLUB ATLÉTICO EL PINGO,CLUB DEPORTIVO,3.0712033335E10,EL PINGO,PARANÁ CAMPAÑA,3.434657381E9,3.434657381E9,sofiwerner07@gmail.com,,,,,,@club.atleticoelpingo,,Fútbol,SIN DATOS,SIN DATOS,-31.5848496374752,-59.8915231870533,"SUM, Cancha de Fútbol"
CLUB UNION AGRARIOS CERRITO,CLUB DEPORTIVO,3.0671203522E10,CERRITO,PARANÁ CAMPAÑA,3.434890619E9,3.435119313E9,clubunionagrarios@gmail.com,FLORIDA Y SAN MARTIN,S/N,,,www.clubunionagrarios.com.ar/,@clubunionagrarioscerrito,https://www.facebook.com/clubunionagrarios/?locale=es_LA,"Fútbol, Hockey césped, Patinaje artístico, Tenis, Voley, Bochas",SIN DATOS,SIN DATOS,-31.58419334797,-60.0750589146917,"Cancha de Fútbol, Cancha Techada"
CLUB ATLETICO PUERTO YERUÁ,CLUB DEPORTIVO,3.0710897634E10,PUERTO YERUÁ,CONCORDIA,3.45629949E8,3.454122741E9,clubatleticopuertoyerua@gmail.com,AVDA. SAN MARTÍN,S/N,,,,@clubatleticopuerto,https://www.facebook.com/club.atletico.puerto.yerua/,Fútbol,SIN DATOS,SIN DATOS,-31.532854380754905,-58.0122201322199,Cancha de Fútbol
CLUB ATLÉTICO JUVENTUD UNIDA,CLUB DEPORTIVO,3.0709329584E10,GENERAL CAMPOS,SAN SALVADOR,3.454042635E9,3.454182999E9,joseluismarzoratti@hotmail.com,JJ DE URQUIZA,344.0,,,,@club_atleticojuventudunida,https://www.facebook.com/CAJUGralCampos/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-31.5237781917429,-58.4045937469292,"Cancha de Fútbol, SUM"
ASOCIACION CIVIL CLUB DEPORTIVO SOMBRAS,CLUB DEPORTIVO,3.0715955365E10,GENERAL CAMPOS,SAN SALVADOR,3.454945334E9,3.454222012E9,jaumegriselda@gmail.com,SAN MARTIN,744.0,,,,,,Básquet,SIN DATOS,SIN DATOS,-31.5206695076845,-58.4083401275489,
POLIDEPORTIVO MUNICIPAL DE GENERAL CAMPOS,POLIDEPORTIVO MUNICIPAL,SIN CUIT 085,GENERAL CAMPOS,SAN SALVADOR,,,,,,,,,,,"Fútbol, Voley, Natación",SIN DATOS,SIN DATOS,-31.5194996327124,-58.4095087675173,"Cancha de Fútbol, Pileta Descubierta, Otros, Cancha Techada, SUM"
